UserID,Session,TaskName,Orientation,accelX_mean,accelX_stdev,accelX_differenceBeforeAfter,accelX_netChange,accelX_maxChange,accelX_restorationTime,accelX_normedDuration,accelX_normedDurationMax,accelY_mean,accelY_stdev,accelY_differenceBeforeAfter,accelY_netChange,accelY_maxChange,accelY_restorationTime,accelY_normedDuration,accelY_normedDurationMax,accelZ_mean,accelZ_stdev,accelZ_differenceBeforeAfter,accelZ_netChange,accelZ_maxChange,accelZ_restorationTime,accelZ_normedDuration,accelZ_normedDurationMax,gyroX_mean,gyroX_stdev,gyroX_differenceBeforeAfter,gyroX_netChange,gyroX_maxChange,gyroX_restorationTime,gyroX_normedDuration,gyroX_normedDurationMax,gyroY_mean,gyroY_stdev,gyroY_differenceBeforeAfter,gyroY_netChange,gyroY_maxChange,gyroY_restorationTime,gyroY_normedDuration,gyroY_normedDurationMax,gyroZ_mean,gyroZ_stdev,gyroZ_differenceBeforeAfter,gyroZ_netChange,gyroZ_maxChange,gyroZ_restorationTime,gyroZ_normedDuration,gyroZ_normedDurationMax
990622,990622_session_1,Map+Sitting,0,0.849265818,0.085287413,0.150714988,0.118316031,0.291374313,55569299.27,2697913495,-2303800335,4.776683423,0.121136096,0.08786727,0.119781573,0.43436815,55569295.34,4627616176,-935209746.1,7.998178197,0.225361487,-0.19273326,-0.072316603,0.2768892,55569291.93,-2109734459,-602948163.9,0.019922089,0.083272709,-0.083749625,-0.056833129,0.162093092,55578499.92,-4854594854,-1349529504,-0.063352637,0.127451065,0.058704149,-0.034886318,0.131397109,55578500.03,6925754034,-4887694774,-0.036947494,0.023222721,-0.027885999,-0.021981296,0.020769418,55578500.01,-14579735984,-5038760617
990622,990622_session_1,Map+Sitting,0,0.97346217,0.059700859,-0.003830725,0.009436855,0.179804485,55996999.04,-2.1126E+11,-354142323.8,4.928110144,0.05276892,0.0030526,-0.033992596,0.07290326,55996995.04,2.65112E+11,-1503808268,7.890454224,0.151427334,-0.07799101,0.019396494,0.35721427,55996992.13,-10376586994,-241361961.4,0.015839478,0.039941108,-0.057024271,-0.039688174,0.049541174,55981199.94,-14191588608,-704191683.2,-0.026430676,0.037903677,0.127457034,0.022133111,0.115148098,55981200.05,6349316105,58957855060,-0.045961156,0.013925073,-0.015454891,-0.022656647,0.00131336,55981200.02,-52363036123,-6863059324
990622,990622_session_1,Map+Sitting,0,0.485657165,0.070904975,-0.025438389,-0.082127766,0.093613299,55321799.43,-18047762380,-3224481790,4.716261403,0.066332406,-0.01765721,-0.027011197,0.1804034,55321795.26,-26001049996,-1989350634,8.058450642,0.157125808,0.02507932,0.148726392,0.43825775,55321792.09,18306158221,-728484301.6,-0.005132965,0.041050925,0.000946841,-0.037447736,0.011362093,55303999.97,4.84849E+11,-17535102670,-0.007440678,0.046326913,-0.049602258,-0.033219192,0.04905248,55303999.97,-9255133159,-3891303224,-0.034692055,0.011061644,-0.009162979,-0.013586661,0.006750061,55304000.02,-50101118041,-22335299019
990622,990622_session_1,Map+Sitting,0,0.29965789,0.096647331,-0.161668468,-0.190614762,-0.037169972,53024799.51,-4396373695,-4060723754,4.724878603,0.053316382,-0.07362165,-0.008039097,0.1063623,53024795.27,-9654157439,-361498900.3,8.01063581,0.100615909,0.02466012,-0.01059841,0.20943278,53024791.98,28822041418,-352130017.5,0.007595759,0.016364793,-0.02593123,-0.027070844,0.001374447,53018099.97,-27409208706,-19247242855,0.034408738,0.064665261,-0.110352808,-0.00658032,0.141354212,53018099.96,-6440746865,-2445883315,-0.021745801,0.012524329,-0.011881329,-0.012857712,0.011026118,53018100.01,-59821128157,-23190493528
990622,990622_session_1,Map+Sitting,0,0.309384063,0.119064249,0.098521402,-0.037116783,0.205961194,55554599.65,3771743930,-2084595436,4.727794581,0.125684527,0.05608416,0.049045561,0.29101498,55554595.32,6625712144,-1201449431,8.023967481,0.313269678,-0.09624686,-0.012589489,0.88364003,55554591.96,-3860879202,-272011497.2,0.041323903,0.060702577,-0.01750129,0.047310382,0.205128549,55545100.01,-21232549647,-1062146482,-0.03306591,0.091954364,-0.021105394,-0.0430841,0.17751744,55545099.99,-17606731363,-1392259361,-0.0313125,0.027930919,-0.008368854,-0.004281713,0.045967609,55545100.03,-44402376823,-4121606171
990622,990622_session_1,Map+Sitting,0,0.279523047,0.070841671,-0.015382743,-0.053869536,0.046686917,51092399.67,-27327993453,-3305721346,4.698302928,0.045416269,0.0116119,0.010515868,0.10420754,51092395.31,36202473325,-3580384562,8.031312222,0.180328517,0.02489957,-0.017754578,0.3174712,51092391.95,16883002397,-1002868938,0.016569719,0.033553849,0.049632801,0.040393464,0.104763384,51087000.02,8469489806,-4188165354,0.021504365,0.062184339,-0.099082344,0.014571045,0.16258178,51086999.99,-4242577244,-1243380235,-0.019242255,0.017321019,-0.005925393,0.01563815,0.053511796,51087000.03,-70942885766,-4124993199
990622,990622_session_1,Map+Sitting,0,0.353144751,0.070498071,-0.047405183,-0.130663553,0.038726246,55694699.52,-9878508432,-4473744421,4.692683824,0.030223439,0.05440824,0.042126674,0.11210855,55694695.35,8607014305,-6678127033,8.030006919,0.096708142,-0.11707629,-0.105609881,0.1968032,55694691.86,-3999891865,-175446315.4,0.031591639,0.014606674,0.057390791,0.015984032,0.057696219,55691399.98,8159706373,-1.26E+12,0.02495467,0.074505315,-0.114598319,-0.027335394,0.115392445,55691399.95,-4086377581,-1414280707,-0.022090208,0.006858855,0.001130101,-0.000954271,0.016554449,55691400.02,4.14381E+11,-3570232029
990622,990622_session_1,Map+Sitting,0,0.306411776,0.071605193,0.041697202,0.017491483,0.159992537,60984726.98,5707613249,-1293246259,4.674586685,0.045885038,0.033404487,0.043542145,0.11785446,60984722.64,7124536834,-1930077592,8.023384323,0.207328561,-0.11139,-0.099603277,0.2914344,60984719.15,-2136560733,-180912576.3,0.014660766,0.03235448,-0.002262979,-0.014508049,0.041996985,60979818.15,-1.05174E+11,-3812621765,0.120387444,0.048969949,-0.122628422,0.042074519,0.089675015,60979818.1,-1940875498,-437630691.4,-0.007823774,0.003997043,0.012428331,0.015266932,0.020341812,60979818.21,19150318876,-21323926794
990622,990622_session_1,Map+Sitting,0,0.30567351,0.063956285,0.018315641,-0.048668339,0.133476751,55685299.65,37150487935,-5257312994,4.653141338,0.061333122,0.01412568,-0.010105282,0.25324678,55685295.34,48170070397,-2531930474,8.066829184,0.132638309,-0.1344941,-0.007196956,0.33201586,55685291.93,-5059218211,-139403240.2,0.005929606,0.02367033,0.044470989,-0.007387257,0.076785757,55709699.99,15300986344,-18735659836,0.001053216,0.046649961,-0.005681047,0.045249317,0.188971161,55709700.04,-1.19775E+11,-3007356083,-0.026398858,0.007078936,0.003970624,-0.003338695,0.011148291,55709700.02,1.71371E+11,-71820343732
990622,990622_session_1,Map+Sitting,0,0.332543482,0.110251191,-0.055512238,-0.175891857,0.061983201,55611999.49,-9435550068,-4034965136,4.465701186,0.075684204,0.002134813,-0.049364181,0.127291633,55611995.48,2.45356E+11,-2439076033,8.154108105,0.17552988,-0.171990206,-0.107350951,0.253518944,55611991.74,-3045455399,-129454325.5,0.000930504,0.028675983,0.042295631,0.008803879,0.059491489,55609700.01,12383264777,-10769773838,0.065547261,0.137204278,-0.106826756,0.078511179,0.303735758,55609700.01,-4902872838,-615722311.8,-0.0195761,0.012487536,0.008599626,0.022132422,0.045373714,55609700.04,60904743639,-7484142074
990622,990622_session_1,Map+Sitting,0,0.252139366,0.148189726,-0.153528185,-0.214670109,0.113185855,55624799.53,-2993056301,-1182136871,4.410285833,0.032189898,-0.02753338,-0.024015137,0.04225773,55624795.57,-16689505611,-4517659914,8.200756028,0.140697482,0.096187,0.064360828,0.3247138,55624791.86,4777345171,-240976113.1,0.002146513,0.021176793,0.064934975,0.016501845,0.045814893,55612200.01,7076124991,11780048728,0.095710706,0.096275599,-0.190895388,0.038319916,0.13839151,55612199.94,-2407014669,-653610882.5,-0.019513751,0.015630406,-0.001099558,0.009166373,0.043035457,55612200.03,-4.17884E+11,-5103329036
990622,990622_session_1,Map+Sitting,0,0.366628762,0.092860451,-0.065051547,-0.139255171,0.103440406,55898799.49,-7100276994,-2407022963,4.366691369,0.064855236,0.012030871,-0.03026004,0.077213091,55898795.6,38391568116,-6003815151,8.244566525,0.200035746,-0.239349403,0.006009752,0.567317227,55898791.76,-1929747870,-93312400.94,-0.005701409,0.035147623,0.053686724,-0.015391953,0.084382706,55893199.99,8602741307,-1799486348,0.052551379,0.095842483,-0.100179124,0.066878947,0.226603237,55893200.01,-4610271903,-904091025.3,-0.024264925,0.014432357,0.002696138,0.000697251,0.017937226,55893200.02,1.71302E+11,-16100688142
990622,990622_session_1,Map+Sitting,0,0.330969883,0.100228421,0.077931265,0.021100331,0.173759198,55414199.69,3981559904,-2226532425,4.365370767,0.043943541,0.12342122,0.044914237,0.15789797,55414195.68,2514057145,-4790967826,8.259682405,0.181712194,-0.20069394,0.035719305,0.2820374,55414191.78,-1546075582,-155550290.1,0.02466732,0.044308042,-0.00806342,-0.023896467,0.057726763,55438499.95,-38478956151,-3424234250,-0.00458149,0.075914725,-0.106198923,-0.084879727,0.019272798,55438499.92,-2921611559,-1597483479,-0.020725785,0.019848253,-0.030085113,-0.01412844,0.014844026,55438500.01,-10313140460,-2784874193
990622,990622_session_1,Map+Sitting,0,0.310603336,0.067097828,0.042088978,-0.019497224,0.13617021,60618636.03,8960802003,-3423615888,4.351173444,0.040372467,0.089913054,0.019703334,0.11994929,60618632.03,4194618965,-9662895061,8.233327052,0.136910054,-0.187710755,-0.071380448,0.1438315,60618628.06,-2009213595,-186624779,0.011086073,0.023714577,0.052292841,0.016980922,0.057207529,60608181.82,7212297023,-63510331756,-0.001346167,0.072764167,-0.070549384,-0.028163152,0.119790665,60608181.79,-5345921965,-1481950338,-0.02867673,0.006924291,0.005522778,0.000614259,0.010048734,60608181.85,68290184160,-44630459497
990622,990622_session_1,Map+Sitting,0,0.148008218,0.154788155,0.142275436,-0.056755882,0.21481976,55563499.8,1937548095,-1586368080,4.474663144,0.176727529,0.1311425,0.049280674,0.42407293,55563495.57,2102030234,-275870963.6,8.197114939,0.231004693,-0.17280174,0.076461539,0.5858606,55563491.88,-1595270395,-125342982,0.064751716,0.02355317,-0.073975782,-0.002535092,0.050610183,55584899.93,-3726009978,-923711597.4,-0.08277224,0.15948105,-0.120218279,-0.180724481,0.052015179,55584899.9,-2292783612,-1160752986,-0.035888333,0.045286048,-0.032131512,-0.03839288,0.026511553,55584900,-8578323442,-2304304897
990622,990622_session_1,Map+Sitting,0,0.189502825,0.062361597,0.001256956,-0.067514732,0.062009803,55599799.74,6.20437E+11,-10971757422,4.413411569,0.054285694,-0.08852568,-0.078829161,0.06212967,55599795.51,-8809443768,-4623762117,8.210879494,0.132155528,0.02178737,0.139846134,0.41222164,55599791.93,35794223901,-1707241273,0.005646012,0.023966535,0.077671517,0.058424769,0.106840331,55615100.05,10040508157,-18389760694,-0.000884856,0.035146771,-0.143095183,-0.067927317,0.04077526,55615099.93,-5449949338,-3669504948,-0.031917709,0.014604863,0.009682215,0.001007928,0.026511552,55615100.03,80545776371,-3327492937
990622,990622_session_1,Map+Sitting,0,0.419617727,0.058259878,-0.001675942,-0.013134228,0.105344894,53415099.57,-3.73271E+11,-4816847067,4.504656604,0.059394976,0.020104591,0.026834415,0.120242211,53415095.52,31116275708,-2149451924,8.155701226,0.130912566,0.0604603,0.117834026,0.5028488,53415091.96,10346954944,-1142644983,0.028019121,0.036337653,-0.144442481,-0.026381822,0.048835287,53427199.95,-4330890036,-2408212830,-0.017282876,0.043662792,0.141486573,0.068340069,0.160759366,53427200.09,4421370074,-26226764875,-0.01905208,0.011020709,-0.031381505,-0.001167303,0.032850975,53427200.02,-19934177988,-6310436733
990622,990622_session_1,Map+Sitting,0,0.639324096,0.057247588,0.122463421,0.090273786,0.19674349,55505599.45,5514867170,-5727175617,3.957120053,0.090286305,-0.13958206,-0.214716717,0.11498123,55505595.83,-4838512198,-2337701559,8.454720905,0.21142288,0.1465252,0.330955105,0.6994662,55505591.88,4609237865,-998081169.6,-0.029095091,0.076573917,0.037262781,-0.113394494,-0.007635813,55486999.92,18124090240,1813787321,-0.015403283,0.048985966,0.045387285,0.023844809,0.096363992,55487000.04,14879805948,-10504336814,-0.026093425,0.012931999,-0.021288654,-0.011554832,0.013622295,55487000.01,-31723658344,-17800847993
990622,990622_session_1,Map+Sitting,0,0.649802774,0.066934952,-0.064164609,-0.041522976,0.11312601,55611699.31,-9528204247,-3082385312,4.098579904,0.060920115,-0.0584785,-0.068647916,0.10821768,55611695.83,-10454671375,-3136220638,8.362946486,0.123432938,0.05309145,0.059735336,0.34883485,55611691.7,11515479423,-189349956.8,-0.011905884,0.056832813,0.022663101,-0.086553617,0.007208212,55603099.93,26976625657,34711927251,0.015571075,0.056467132,0.096822141,0.09351748,0.272201545,55603100.08,6314402805,-2887505543,-0.031255939,0.008865687,-0.013164146,-0.015068009,0.007330383,55603100.02,-46442359244,-26664579345
990622,990622_session_1,Map+Sitting,0,0.59379528,0.066135915,-0.029747959,-0.00637124,0.12527658,55453299.4,-21565361846,-425800330.9,4.197057728,0.064456101,-0.0963667,-0.104484862,0.07745241,55453295.7,-6657128448,-3086360873,8.316348291,0.179026745,0.10839735,0.217781391,0.6839641,55453291.9,5918276600,-862505521.7,-0.014196961,0.05072638,-0.050335295,-0.119662843,-0.001618788,55432399.89,-12745033209,-1140732454,0.005158418,0.047386472,0.035491271,0.035946026,0.116919609,55432400.03,18075571213,-6442063252,-0.029219721,0.010805029,-0.022968533,-0.022164228,0.004612032,55432400.01,-27930603600,-20901547277
990622,990622_session_1,Map+Sitting,0,0.441297924,0.213960269,0.02454057,-0.091471804,0.260309572,55743899.47,11353057407,-234350145.8,4.353024461,0.105024107,0.25085253,0.150063301,0.29514534,55743895.8,1110654535,-1882687055,8.30678245,0.179361653,-0.4460996,0.02416135,0.3430894,55743891.72,-624547746.7,-171441188.4,0.123377811,0.028727764,-0.041233404,0.078631932,0.134543071,55734299.96,-6756900320,-1158101502,-0.005124481,0.200355025,-0.064232479,-0.08340686,0.15903877,55734299.92,-4337525284,-830420400.8,-0.014711671,0.04304634,-0.049571715,-0.022927809,0.025686882,55734299.99,-5620342202,-2995245849
990622,990622_session_1,Map+Sitting,0,0.40165726,0.130055039,0.073322438,-0.024989479,0.249715261,55590599.57,4094060538,-544200145.8,4.40832391,0.131839121,0.02250547,0.04447229,0.29287038,55590595.64,13338379514,-317914776.7,8.161115215,0.216874961,-0.2885611,-0.259651285,0.1462855,55590591.58,-1040287482,-473962542.2,0.064446284,0.044565188,0.029474247,0.117530472,0.206411369,55602800.05,10184687822,-485955117.6,-0.043050728,0.110275602,-0.085185157,-0.152853755,0.028557952,55602799.89,-3523923758,-1900251368,-0.025335636,0.025306123,-0.010262537,0.008384125,0.043799038,55602800.03,-29250662183,-1961346864
990622,990622_session_1,Map+Sitting,0,0.335345751,0.070986774,0.013451065,-0.036789369,0.15818058,51587299.63,36023764661,-449555849.1,4.328070876,0.044486955,0.00094139,-0.018439024,0.0558286,51587295.65,5.14726E+11,-6441318478,8.241755763,0.077740428,-0.050920218,0.014516945,0.132116182,51587291.77,-9516023641,-902175742.1,0.015070689,0.019692167,0.051090548,0.06188518,0.105152124,51574700.05,9484298333,-6388964675,-0.000241131,0.065693491,-0.059675983,-0.08001458,0.07599719,51574699.92,-8119816012,-2693137423,-0.018068751,0.016915761,0.020938795,0.024525217,0.046564592,51574700.04,23141637530,-10353609685
990622,990622_session_1,Map+Sitting,0,0.383078573,0.063029251,0.158675708,0.057287573,0.2069189,55437799.67,6618539871,-6348242877,4.328924563,0.063198141,0.00897827,0.011400793,0.18118123,55437795.68,1.16971E+11,-3522311695,8.242165322,0.142498631,-0.06308715,0.002220922,0.3797796,55437791.76,-16646836955,-1256593546,0.014956553,0.060269972,0.080573127,0.017369471,0.112368658,55426100,13033762550,-20964597195,-0.01906221,0.047341647,-0.009896016,-0.026575853,0.084116148,55426099.99,-1.06121E+11,-10178081882,-0.028283061,0.017729394,-0.006811148,-0.007574729,0.019486601,55426100.02,-1.54184E+11,-26489320939
990622,990622_session_1,Map+Sitting,0,0.388459226,0.074056044,0.148407252,0.106242702,0.325312176,50272221.94,4282637764,-2885287120,4.475295019,0.112828337,-0.24920317,-0.183761651,0.09103963,50272217.56,-2550427027,-1470748242,8.180078311,0.263997376,0.256399083,0.399940361,0.75100105,50272214.44,2478848566,-829789462.4,-0.05187264,0.108757885,-0.209370666,-0.31564425,-0.05729915,50262555.29,-3035568501,-3817315785,-0.028625824,0.0609535,-0.040608963,-0.025999103,0.058520892,50262555.56,-15650707417,-1111047731,-0.034281984,0.021084991,-0.061191729,-0.075790277,-0.001191186,50262555.51,-10386354645,-9674995819
990622,990622_session_1,Map+Sitting,0,0.318736657,0.050807437,0.053869538,0.012697828,0.114143571,55615299.69,8360819801,-2241695026,4.278780457,0.047923266,0.01448499,-1.71E-05,0.11216847,55615295.72,31093808142,-3637892508,8.262321629,0.11098898,-0.11222835,-0.034185971,0.1705864,55615291.7,-4013188290,-973262533.2,0.020926498,0.027217939,0.049052481,0.054096482,0.102197758,55602700.03,9181553998,-2165404073,-0.003717551,0.038612167,-0.01912008,-0.047699848,0.044898603,55602699.96,-23555235887,-5394315876,-0.023343779,0.011563402,-0.012950343,-0.000894481,0.022143865,55602700.02,-34777302004,-2371359916
990622,990622_session_1,Map+Sitting,0,0.219029554,0.187115091,0.026276365,-0.052173644,0.310587802,53558399.73,9488108420,-228844117.9,4.283067307,0.084369672,0.04279637,0.018934187,0.25312688,53558395.74,5825564178,-785097701.7,8.314703287,0.202878875,-0.12677288,0.027473437,0.31453865,53558391.71,-1966611471,-170113389.1,0.020667608,0.02319067,0.045845438,0.024729861,0.087750794,53567600,5438131088,-1269706425,0.001710426,0.103671244,-0.08781188,-0.043615776,0.102808628,53567599.95,-2839177345,-866200084.8,-0.016472999,0.027408209,0.002229658,-0.003828089,0.030665437,53567600.01,1.11817E+11,-2288613288
990622,990622_session_1,Map+Sitting,0,0.162140658,0.140072516,0.073156162,-0.056263743,0.177835979,50486110.89,3681822478,-861039901.6,4.353290539,0.06743834,0.041433067,0.019918517,0.125828978,50486106.78,6500798074,-1067984205,8.239545444,0.187834798,-0.061450911,0.092343333,0.452171889,50486102.96,-4383140870,-363242247,0.048733473,0.035731736,0.001561099,0.010859827,0.072692965,50472222.18,1.7634E+11,-1970523329,-0.035464121,0.136911831,-0.156388289,-0.192395401,0.0712269,50472222.07,-1760259680,-967756155.6,-0.01572978,0.028034157,0.010866614,-0.00571159,0.028344147,50472222.23,25333006684,-7340624048
990622,990622_session_1,Map+Sitting,0,0.16724759,0.192341376,0.192553669,0.060705613,0.415394023,55734299.89,1512139455,-475551210.1,4.402275384,0.169801834,0.02507916,0.001732584,0.3220202,55734295.6,11609958228,-593053759.1,8.256656521,0.290894249,-0.13120247,0.105895921,0.5264244,55734291.85,-2219226513,-267784070.3,0.066841518,0.074028077,-0.019486601,0.079486429,0.187046941,55721700.01,-14943524351,-416462620.1,-0.068786641,0.128329145,-0.088789264,-0.170281903,0.061300328,55721699.9,-3279658888,-1573463529,-0.029321531,0.029547788,-0.01731803,-0.022876903,0.014385876,55721700.01,-16814759282,-4606419768
990622,990622_session_1,Map+Sitting,0,0.158981645,0.058780017,0.155084413,-0.010527835,0.08726864,55481299.83,1813231865,1858756369,4.41307905,0.081930163,0.03124424,0.02708102,0.14442997,55481295.61,9000186914,-583333252.3,8.168218139,0.1817292,-0.18662794,-0.147981761,0.2101511,55481291.68,-1506762599,-418678869.7,0.055588738,0.030864434,-0.000213803,0.060506203,0.126174219,55456500,-1.32E+12,-918271351.8,-0.031255939,0.090371447,-0.078587813,-0.069037953,0.063010751,55456499.96,-3578029314,-1314684937,-0.021142725,0.020845783,0.018295414,0.011416393,0.045081855,55456500.03,15369397650,-4332733175
